1 			2         3 			4 			8 			9 			10 			11 			12 			13 			14 			15 			16 			17 			M047 		M048 		M046 		T004 		M045		 M050 		L001 		M044 		D004 		M043 		E002 		T005 		M042 		L002 		M027 		L003 		M028 		M029 		M037 		D003 		M030 		D005 		M038 		L005 		M031 		T003 		M036 		M032 		M035 		M033 		M034 		L004 		M039 		L006 		F001 		M040		D006 		M041 		L007 		F002		M004 		M005 		D002 		M011		M012 		M003 		M006		T001 		M010 		M013		M009 		R002 		M002 		M007 		M014 		D013 		I011 		I012 		M008 		M001 		M015        M023 		M016		D012 		D008 		D009 		D016 		M022 		D010 		L010 		M017 		T002 		R001 		D007 		D014 		D015 		M018 		M019 		M021 		M026 		L009 		M025 		M024 		D001 		M020 		L011 		D011 		M051
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.407150095 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.003665773 0.012669693 0.003544085 0.003553373 0.008004157 0.007494517 0.007531050 0.003357967 0.007519846 0.007707545 0.007401652 0.007545407 0.007549981 0.003320950 0.003962757 0.003962757 0.003962757 0.003853650 0.003817391 0.003836533 0.003262184 0.003962757 0.003828493 0.003853650 0.003853650 0.003853650 0.003853650 0.003853650 0.004363058 0.004126465 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.004363058 0.431420862 0.004363058 0.004315325 0.004538621 0.004363058 0.004512781 0.004363058 0.004363058 0.004183556 0.003846841 0.003846841 0.003789399 0.003846841 0.003846841 0.003846841 0.003846841 0.003846841 0.003846841 0.003846841 0.003846841 0.003329131 0.003846841 0.003846841 0.003846841 0.003629972 0.003348145 0.002931479 0.003846841 0.003846841 0.003846841 0.003847719 0.003847719 0.003847719 0.003790351 0.003956608 0.003790351 0.003847719 0.003682129 0.003847719 0.003847719 0.003847719 0.003329481 0.003847719 0.003956608 0.003956608 0.003847719 0.003847719 0.003847719 0.003847719 0.003847719 0.003847719 0.003847719 0.003847719 0.003847719 0.003921858 0.003790351 0.003847719
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.407150095 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.003482247 0.013011053 0.003351291 0.003337179 0.008100636 0.007557498 0.007608685 0.007606834 0.007575564 0.003185125 0.007462434 0.003172324 0.007611139 0.003142541 0.003705148 0.003705148 0.003705148 0.003605181 0.003823331 0.003552855 0.003637524 0.003705148 0.003543764 0.003605181 0.003605181 0.003605181 0.003605181 0.003605181 0.004144135 0.004140617 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004144135 0.004175621 0.004144135 0.445672053 0.003902741 0.004144135 0.004287041 0.004144135 0.004144135 0.003867115 0.003597775 0.003597775 0.003502632 0.003597775 0.003597775 0.003597775 0.003597775 0.003597775 0.003597775 0.003597775 0.003597775 0.003311579 0.003597775 0.003597775 0.003597775 0.003311421 0.002912611 0.003352442 0.003597775 0.003597775 0.003597775 0.003597268 0.003597268 0.003597268 0.003501907 0.003696840 0.003501907 0.003597268 0.003406309 0.003597268 0.003597268 0.003597268 0.003310498 0.003597268 0.003696840 0.003696840 0.003597268 0.003597268 0.003597268 0.003597268 0.003597268 0.003597268 0.003597268 0.003597268 0.003597268 0.003310337 0.003501907 0.003597268
0.003254670 0.013480860 0.003126744 0.003121694 0.008248849 0.007660128 0.002965536 0.002965276 0.007684667 0.007905579 0.007553157 0.007717478 0.002984309 0.002942768 0.003446746 0.003446746 0.003446746 0.003354811 0.003244380 0.003266423 0.002844512 0.003446746 0.003556534 0.003354811 0.003354811 0.003354811 0.003354811 0.003354811 0.003933146 0.003596197 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.003933146 0.004235178 0.003933146 0.003763656 0.461993692 0.003933146 0.004071126 0.003933146 0.003933146 0.003920145 0.003347556 0.003347556 0.003212595 0.003347556 0.003347556 0.003347556 0.003347556 0.003347556 0.003347556 0.003347556 0.003347556 0.002645671 0.003347556 0.003347556 0.003347556 0.003314276 0.002900254 0.002427351 0.003347556 0.003347556 0.003347556 0.003347530 0.003347530 0.003347530 0.003212379 0.003439102 0.003212379 0.003347530 0.003128230 0.003347530 0.003347530 0.003347530 0.002644582 0.003347530 0.003439102 0.003439102 0.003347530 0.003347530 0.003347530 0.003347530 0.003347530 0.003347530 0.003347530 0.003347530 0.003347530 0.003315538 0.003212379 0.003347530
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.407150095 0.004695814 0.004817437 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.003864305 0.012387997 0.003738793 0.003744808 0.007940108 0.007459704 0.007499707 0.007498643 0.007485190 0.007659824 0.007373831 0.007505623 0.007512605 0.003494760 0.004197781 0.004197781 0.004197781 0.004080939 0.004075694 0.004093593 0.003624480 0.004197781 0.004085765 0.004080939 0.004080939 0.004080939 0.004080939 0.004080939 0.004563254 0.004367666 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004563254 0.004651326 0.004563254 0.004566491 0.004496755 0.004563254 0.418738715 0.004563254 0.004563254 0.004465416 0.004073938 0.004073938 0.004048638 0.004073938 0.004073938 0.004073938 0.004073938 0.004073938 0.004073938 0.004073938 0.004073938 0.003630965 0.004073938 0.004073938 0.004073938 0.003916701 0.003354840 0.003353325 0.004073938 0.004073938 0.004073938 0.004074670 0.004074670 0.004074670 0.004049461 0.004191286 0.004049461 0.004074670 0.003930699 0.004074670 0.004074670 0.004074670 0.003631239 0.004074670 0.004191286 0.004191286 0.004074670 0.004074670 0.004074670 0.004074670 0.004074670 0.004074670 0.004074670 0.004074670 0.004074670 0.003918124 0.004049461 0.004074670
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.407150095 0.004817437 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.004034063 0.012192430 0.003948218 0.003942932 0.007906522 0.007436110 0.007483171 0.007482051 0.007468063 0.007634650 0.007357502 0.007485792 0.007495678 0.008524561 0.004197667 0.004197667 0.004197667 0.004355568 0.004077161 0.004094501 0.003631128 0.004197667 0.004086686 0.004355568 0.004355568 0.004355568 0.004355568 0.004355568 0.004817437 0.004668934 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004817437 0.004627641 0.004817437 0.004542501 0.004470550 0.004817437 0.004695814 0.004817437 0.407150095 0.004441035 0.004350949 0.004350949 0.004053127 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.004350949 0.003992441 0.004350949 0.004350949 0.004350949 0.003922794 0.003369346 0.003368187 0.004350949 0.004350949 0.004350949 0.004351123 0.004351123 0.004351123 0.004052922 0.004192503 0.004052922 0.004351123 0.004230887 0.004351123 0.004351123 0.004351123 0.003992125 0.004351123 0.004192503 0.004192503 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.004351123 0.003923070 0.004052922 0.004351123
0.003216859 0.013458114 0.003130746 0.003140553 0.002968622 0.002974740 0.002969851 0.007703964 0.007692984 0.007901259 0.007556991 0.007723347 0.007729437 0.002947400 0.003415729 0.003415729 0.003415729 0.003326320 0.003210961 0.003232487 0.002388495 0.003415729 0.003522570 0.003326320 0.003326320 0.003326320 0.003326320 0.003326320 0.003905526 0.003899200 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003905526 0.003902199 0.003905526 0.003727722 0.003918486 0.003905526 0.004041042 0.003905526 0.003905526 0.462148461 0.003321478 0.003321478 0.003517346 0.003321478 0.003321478 0.003321478 0.003321478 0.003321478 0.003321478 0.003321478 0.003321478 0.003305090 0.003321478 0.003321478 0.003321478 0.003319347 0.002906844 0.002433622 0.003321478 0.003321478 0.003321478 0.003322255 0.003322255 0.003322255 0.003518525 0.003411549 0.003518525 0.003322255 0.003410070 0.003322255 0.003322255 0.003322255 0.003306063 0.003322255 0.003411549 0.003411549 0.003322255 0.003322255 0.003322255 0.003322255 0.003322255 0.003322255 0.003322255 0.003322255 0.003322255 0.003321804 0.003518525 0.003322255
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.406819737 0.004887760 0.004683196 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.406819737 0.004683196 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.003680383 0.003561090 0.013834379 0.003589754 0.003332936 0.007506787 0.007556361 0.007553627 0.007512876 0.007693633 0.007422967 0.007560846 0.007555920 0.003326174 0.003938378 0.003938378 0.003938378 0.003831345 0.003791791 0.003808703 0.003225987 0.003938378 0.003800413 0.003831345 0.003831345 0.003831345 0.003831345 0.003831345 0.003824899 0.003791836 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003824899 0.003792877 0.003824899 0.003623143 0.003445932 0.003824899 0.003931651 0.003824899 0.003824899 0.003774415 0.004415089 0.004415089 0.431091771 0.004415089 0.004415089 0.004415089 0.004415089 0.004415089 0.004415089 0.004415089 0.004415089 0.004384199 0.004415089 0.004415089 0.004415089 0.004685005 0.004440020 0.004439689 0.004415089 0.004415089 0.004415089 0.003826561 0.003826561 0.003826561 0.004062525 0.003933464 0.004062525 0.003826561 0.003932759 0.003826561 0.003826561 0.003826561 0.003628074 0.003826561 0.003933464 0.003933464 0.003826561 0.003826561 0.003826561 0.003826561 0.003826561 0.003826561 0.003826561 0.003826561 0.003826561 0.003928624 0.004062525 0.003826561
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.406819737 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.406819737 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.004887760 0.406819737 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.004887760 0.004887760 0.406819737 0.004887760 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.004887760 0.004887760 0.004887760 0.406819737 0.004887760 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.406819737 0.004887760 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.406819737 0.004887760 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
0.004068764 0.003973502 0.013244624 0.003968414 0.007888006 0.007449460 0.007499410 0.007496761 0.007459598 0.007624680 0.007370693 0.007499574 0.007498119 0.008534106 0.004201990 0.004201990 0.004201990 0.004360096 0.004082487 0.004098364 0.003637729 0.004201990 0.004090356 0.004360096 0.004360096 0.004360096 0.004360096 0.004360096 0.004355287 0.004127644 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004355287 0.004084187 0.004355287 0.003947552 0.003808742 0.004355287 0.004196462 0.004355287 0.004355287 0.003780671 0.004887760 0.004887760 0.004683196 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.004887760 0.406819737 0.004682902 0.004887760 0.004887760 0.004887760 0.004613212 0.004355079 0.004355273 0.004887760 0.004887760 0.004887760 0.004355066 0.004355066 0.004355066 0.004058112 0.004196194 0.004058112 0.004355066 0.004236225 0.004355066 0.004355066 0.004355066 0.003998246 0.004355066 0.004196194 0.004196194 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.004355066 0.003927738 0.004058112 0.004355066
